"gene"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g279730"	2.63634383994834e-15	0.74857587266339	1.38444817770327e-19	"Scaffold_14"	8594867	8627802	"Q5R6S0"	"ABHGA_PONAB"	"Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"	"GO:0004620; GO:0006660; GO:0016021; GO:0047372; GO:0052651; GO:1905344"	"integral component of membrane [GO:0016021]; acylglycerol lipase activity [GO:0047372]; phospholipase activity [GO:0004620]; monoacylglycerol catabolic process [GO:0052651]; phosphatidylserine catabolic process [GO:0006660]; prostaglandin catabolic process [GO:1905344]"
"PGEN_.00g231770"	5.25814809963473e-46	1.0376404948131e-23	6.86879234924964e-19	"Scaffold_11"	22208396	22220228	NA	NA	NA	NA	NA
"PGEN_.00g046010"	0.386984848410749	0.954090885797509	5.64742428984152e-16	"Scaffold_02"	36363631	36371254	NA	NA	NA	NA	NA
"PGEN_.00g035080"	3.38280851055137e-27	0.972814924689626	5.36501365277532e-14	"Scaffold_02"	5299978	5302086	NA	NA	NA	NA	NA
"PGEN_.00g077870"	0.00153916159095823	0.47591465659323	5.37327661937759e-14	"Scaffold_03"	56325773	56328346	NA	NA	NA	NA	NA
"PGEN_.00g003320"	2.91532186589465e-14	0.0913027042185692	1.31726734425098e-13	"Scaffold_01"	8256420	8256734	NA	NA	NA	NA	NA
"PGEN_.00g284080"	1.51043278973611e-05	0.698309813509642	2.16173646869104e-13	"Scaffold_14"	19164984	19167683	NA	NA	NA	NA	NA
"PGEN_.00g348630"	0.402490216219476	1.72080153890559e-07	2.71862855105677e-11	"Scaffold_18"	25449228	25478297	"O08688"	"CAN5_MOUSE"	"Calpain-5 (EC 3.4.22.-) (New calpain 3) (nCL-3)"	"GO:0004198; GO:0005737; GO:0006508; GO:0009986; GO:0045202"	"cell surface [GO:0009986]; cytoplasm [GO:0005737]; synapse [GO:0045202]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; proteolysis [GO:0006508]"
"PGEN_.00g139540"	4.0752100424852e-09	0.155228560944566	3.571803464687e-11	"Scaffold_06"	25730920	25732298	NA	NA	NA	NA	NA
"PGEN_.00g004460"	0.46090569708798	0.314712926873485	1.15720026069447e-09	"Scaffold_01"	11427039	11435852	NA	NA	NA	NA	NA
"PGEN_.00g263790"	0.481778786119932	0.580180971276872	3.87677228850696e-09	"Scaffold_13"	11481800	11500700	"Q9I926"	"FUCL6_ANGJA"	"Fucolectin-6"	"GO:0001868; GO:0005509; GO:0005615; GO:0010185; GO:0030246; GO:0042806; GO:0045088"	"extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; fucose binding [GO:0042806]; regulation of cellular defense response [GO:0010185]; regulation of complement activation, lectin pathway [GO:0001868]; regulation of innate immune response [GO:0045088]"
"PGEN_.00g242750"	0.00464210912222324	0.00181198280704498	5.43824449169802e-09	"Scaffold_12"	1179324	1252062	"A6H5Z3"	"EXC6B_MOUSE"	"Exocyst complex component 6B (Exocyst complex component Sec15B) (SEC15-like protein 2)"	"GO:0000145; GO:0006887; GO:0006893; GO:0006904"	"exocyst [GO:0000145]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; vesicle docking involved in exocytosis [GO:0006904]"
"PGEN_.00g207530"	0.157631197400527	0.614825514472547	1.16237473536675e-08	"Scaffold_10"	9251922	9298180	"P74148"	"Y1388_SYNY3"	"Universal stress protein Sll1388 (USP Sll1388)"	""	""
"PGEN_.00g186290"	2.424822004853e-08	0.452918724860469	1.72518397116572e-08	"Scaffold_08"	47925610	47932879	NA	NA	NA	NA	NA
"PGEN_.00g147090"	0.00242502602961684	0.944417316657801	3.20220244378564e-08	"Scaffold_06"	46418832	46437930	NA	NA	NA	NA	NA
"PGEN_.00g032730"	0.00237882922955993	0.484747415668223	6.24400393460276e-08	"Scaffold_01"	88433511	88434919	"Q552Z2"	"FNKE_DICDI"	"Probable serine/threonine-protein kinase fnkE (EC 2.7.11.1) (FNIP repeat-containing protein E)"	"GO:0004674; GO:0005524; GO:0046872"	"ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]"
"PGEN_.00g010610"	1.77930535408814e-06	0.00748017181131815	8.3486054164254e-08	"Scaffold_01"	28029819	28037595	"O75581"	"LRP6_HUMAN"	"Low-density lipoprotein receptor-related protein 6 (LRP-6)"	"GO:0001702; GO:0001843; GO:0001933; GO:0003344; GO:0005041; GO:0005102; GO:0005109; GO:0005576; GO:0005623; GO:0005783; GO:0005886; GO:0005901; GO:0006469; GO:0007204; GO:0007268; GO:0009880; GO:0009952; GO:0009986; GO:0014029; GO:0014033; GO:0016021; GO:0016055; GO:0017147; GO:0019210; GO:0019534; GO:0021587; GO:0021794; GO:0021987; GO:0030326; GO:0030901; GO:0030917; GO:0031410; GO:0031901; GO:0034185; GO:0034392; GO:0035261; GO:0042475; GO:0042802; GO:0042803; GO:0042813; GO:0043025; GO:0043434; GO:0044335; GO:0044340; GO:0045202; GO:0045787; GO:0045893; GO:0045944; GO:0046849; GO:0048596; GO:0051091; GO:0060021; GO:0060026; GO:0060059; GO:0060070; GO:0060325; GO:0060349; GO:0060444; GO:0060535; GO:0071397; GO:0071542; GO:0071901; GO:0071936; GO:0072659; GO:0090009; GO:0090090; GO:0090118; GO:0090244; GO:0090245; GO:0098609; GO:1904886; GO:1904928; GO:1904948; GO:1904953; GO:1990851; GO:1990909"	"caveola [GO:0005901]; cell [GO:0005623]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]; Wnt signalosome [GO:1990909]; Wnt-Frizzled-LRP5/6 complex [GO:1990851]; apolipoprotein binding [GO:0034185]; coreceptor activity involved in canonical Wnt signaling pathway [GO:1904928]; coreceptor activity involved in Wnt signaling pathway [GO:0071936]; frizzled binding [GO:0005109]; identical protein binding [GO:0042802]; kinase inhibitor activity [GO:0019210]; low-density lipoprotein particle receptor activity [GO:0005041]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; toxin transmembrane transporter activity [GO:0019534]; Wnt-activated receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]; anterior/posterior pattern specification [GO:0009952]; axis elongation involved in somitogenesis [GO:0090245]; beta-catenin destruction complex disassembly [GO:1904886]; bone morphogenesis [GO:0060349]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in neural crest cell differentiation [GO:0044335]; canonical Wnt signaling pathway involved in regulation of cell proliferation [GO:0044340]; cell-cell adhesion [GO:0098609]; cellular response to cholesterol [GO:0071397]; cerebellum morphogenesis [GO:0021587]; cerebral cortex development [GO:0021987]; chemical synaptic transmission [GO:0007268]; convergent extension [GO:0060026]; dopaminergic neuron differentiation [GO:0071542]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic limb morphogenesis [GO:0030326]; embryonic pattern specification [GO:0009880]; embryonic retina morphogenesis in camera-type eye [GO:0060059]; external genitalia morphogenesis [GO:0035261]; face morphogenesis [GO:0060325]; gastrulation with mouth forming second [GO:0001702]; midbrain development [GO:0030901]; midbrain dopaminergic neuron differentiation [GO:1904948]; midbrain-hindbrain boundary development [GO:0030917]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; neural crest cell differentiation [GO:0014033]; neural crest formation [GO:0014029]; neural tube closure [GO:0001843]; odontogenesis of dentin-containing tooth [GO:0042475]; pericardium morphogenesis [GO:0003344]; positive regulation of cell cycle [GO:0045787]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; primitive streak formation [GO:0090009]; protein localization to plasma membrane [GO:0072659]; receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]; response to peptide hormone [GO:0043434]; roof of mouth development [GO:0060021]; thalamus development [GO:0021794]; trachea cartilage morphogenesis [GO:0060535]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]; Wnt signaling pathway involved in somitogenesis [GO:0090244]"
"PGEN_.00g282680"	0.123779939425915	0.710097974390188	1.2162671589116e-07	"Scaffold_14"	15545227	15545997	NA	NA	NA	NA	NA
"PGEN_.00g273380"	0.0150615240624833	0.165295957321612	1.27825691167096e-07	"Scaffold_13"	37531219	37628736	"P25107"	"PTH1R_DIDVI"	"Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)"	"GO:0004991; GO:0005887; GO:0007166; GO:0007188; GO:0007189; GO:0017046; GO:0042803; GO:0043621"	"integral component of plasma membrane [GO:0005887]; parathyroid hormone receptor activity [GO:0004991]; peptide hormone binding [GO:0017046]; protein homodimerization activity [GO:0042803]; protein self-association [GO:0043621]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; cell surface receptor signaling pathway [GO:0007166]"
"PGEN_.00g237520"	3.48284449451814e-10	5.31382461859326e-10	4.13946474993906e-07	"Scaffold_11"	38636260	38649071	"P61315"	"G3ST3_MOUSE"	"Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"	"GO:0001733; GO:0009247; GO:0016021; GO:0032580; GO:0050694"	"Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; galactose 3-O-sulfotransferase activity [GO:0050694]; galactosylceramide sulfotransferase activity [GO:0001733]; glycolipid biosynthetic process [GO:0009247]"
"PGEN_.00g349440"	0.0351687029422654	0.430435605792019	8.06890896906036e-07	"Scaffold_18"	27686936	27710873	NA	NA	NA	NA	NA
"PGEN_.00g008090"	0.619647288395703	0.0145158114184857	8.29004430030836e-07	"Scaffold_01"	20356918	20368229	NA	NA	NA	NA	NA
"PGEN_.00g170010"	3.01887444379549e-06	6.31520400987877e-09	1.6544125507889e-06	"Scaffold_08"	5050520	5055437	NA	NA	NA	NA	NA
"PGEN_.00g229290"	0.793371910928589	5.68513988015313e-08	3.76491408645672e-06	"Scaffold_11"	14384730	14401505	"P33274"	"CP4F1_RAT"	"Cytochrome P450 4F1 (EC 1.14.14.1) (CYPIVF1) (Cytochrome P450-A3)"	"GO:0005506; GO:0005789; GO:0006690; GO:0008391; GO:0009636; GO:0019369; GO:0020037; GO:0043231; GO:0050544; GO:0070330"	"endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; arachidonic acid binding [GO:0050544]; arachidonic acid monooxygenase activity [GO:0008391]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; arachidonic acid metabolic process [GO:0019369]; icosanoid metabolic process [GO:0006690]; response to toxic substance [GO:0009636]"
"PGEN_.00g278820"	1.66964667245422e-88	0.000693820979559572	1.01108832265067e-05	"Scaffold_14"	6530037	6533107	NA	NA	NA	NA	NA
"PGEN_.00g110700"	0.482472053097598	0.137495067143957	1.12266485099663e-05	"Scaffold_05"	17149148	17195094	"G5EFF5"	"DAF12_CAEEL"	"Nuclear hormone receptor family member daf-12 (Abnormal dauer formation protein 12)"	"GO:0000122; GO:0000976; GO:0000977; GO:0000981; GO:0003700; GO:0004879; GO:0005634; GO:0006629; GO:0006935; GO:0007275; GO:0008134; GO:0008270; GO:0008340; GO:0009593; GO:0010035; GO:0010286; GO:0030154; GO:0030374; GO:0038023; GO:0040024; GO:0040034; GO:0042632; GO:0043051; GO:0043327; GO:0043565; GO:0045944; GO:0055088; GO:0060179; GO:0061065; GO:0061066; GO:0070781; GO:0071222; GO:0090575; GO:1902051; GO:1902052"	"nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; (25S)-Delta(4)-dafachronate binding [GO:1902051]; (25S)-Delta(7)-dafachronate binding [GO:1902052]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; nuclear receptor activity [GO:0004879]; nuclear receptor transcription coactivator activity [GO:0030374]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; signaling receptor activity [GO:0038023]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]; cell differentiation [GO:0030154]; cellular response to lipopolysaccharide [GO:0071222]; chemotaxis [GO:0006935]; chemotaxis to cAMP [GO:0043327]; cholesterol homeostasis [GO:0042632]; dauer larval development [GO:0040024]; detection of chemical stimulus [GO:0009593]; determination of adult lifespan [GO:0008340]; heat acclimation [GO:0010286]; lipid homeostasis [GO:0055088]; lipid metabolic process [GO:0006629]; male mating behavior [GO:0060179]; multicellular organism development [GO:0007275]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of dauer larval development [GO:0061066]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of dauer larval development [GO:0061065]; regulation of development, heterochronic [GO:0040034]; regulation of pharyngeal pumping [GO:0043051]; response to biotin [GO:0070781]; response to inorganic substance [GO:0010035]"
"PGEN_.00g162010"	0.430118652209827	0.819586671379066	1.12266485099663e-05	"Scaffold_07"	25478145	25482170	"Q961D9"	"BCL9_DROME"	"Protein BCL9 homolog (Protein legless)"	"GO:0003713; GO:0005634; GO:0005654; GO:0005829; GO:0006351; GO:0007367; GO:0007491; GO:0008587; GO:0035223; GO:0035293; GO:0045944; GO:0060070; GO:1990907"	"beta-catenin-TCF complex [GO:1990907]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription coactivator activity [GO:0003713]; canonical Wnt signaling pathway [GO:0060070]; chitin-based larval cuticle pattern formation [GO:0035293]; imaginal disc-derived wing margin morphogenesis [GO:0008587]; leg disc pattern formation [GO:0035223]; positive regulation of transcription by RNA polymerase II [GO:0045944]; segment polarity determination [GO:0007367]; sternite morphogenesis [GO:0007491]; transcription, DNA-templated [GO:0006351]"
"PGEN_.00g211020"	0.351692842530957	0.103457111826235	1.12266485099663e-05	"Scaffold_10"	18557632	18564854	NA	NA	NA	NA	NA
"PGEN_.00g164020"	0.00120198612147124	0.137085189814862	2.01641452188371e-05	"Scaffold_07"	30603488	30671660	"P16066"	"ANPRA_HUMAN"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0007589; GO:0008217; GO:0008528; GO:0010753; GO:0016021; GO:0016525; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0030308; GO:0035810; GO:0035815; GO:0042417; GO:0042562; GO:0043114; GO:0043235; GO:0048662; GO:0097746; GO:1903779"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; G protein-coupled peptide receptor activity [GO:0008528]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; peptide receptor activity [GO:0001653]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; body fluid secretion [GO:0007589]; cell surface receptor signaling pathway [GO:0007166]; cGMP biosynthetic process [GO:0006182]; cGMP-mediated signaling [GO:0019934]; dopamine metabolic process [GO:0042417]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP-mediated signaling [GO:0010753]; positive regulation of renal sodium excretion [GO:0035815]; positive regulation of urine volume [GO:0035810]; receptor guanylyl cyclase signaling pathway [GO:0007168]; regulation of blood pressure [GO:0008217]; regulation of blood vessel diameter [GO:0097746]; regulation of cardiac conduction [GO:1903779]; regulation of vascular permeability [GO:0043114]; signal transduction [GO:0007165]"
"PGEN_.00g316050"	0.00097648793359843	0.801638611461433	2.02778428512034e-05	"Scaffold_16"	459215	459469	NA	NA	NA	NA	NA
"PGEN_.00g328290"	1.34653993688493e-09	0.617957552254305	2.08329544837851e-05	"Scaffold_17"	2395545	2400683	NA	NA	NA	NA	NA
"PGEN_.00g063860"	4.06583627889736e-07	0.145165232304602	2.21810863539732e-05	"Scaffold_03"	16121565	16194929	"P9WKC0"	"Y1425_MYCTO"	"Putative diacyglycerol O-acyltransferase MT1468 (EC 2.3.1.20) (Putative triacylglycerol synthase MT1468)"	"GO:0004144; GO:0006071; GO:0019432"	"diacylglycerol O-acyltransferase activity [GO:0004144]; glycerol metabolic process [GO:0006071]; triglyceride biosynthetic process [GO:0019432]"
"PGEN_.00g233580"	0.253004903403764	0.971432535005493	2.46167234420915e-05	"Scaffold_11"	27099534	27108460	"P68372"	"TBB4B_MOUSE"	"Tubulin beta-4B chain (Tubulin beta-2C chain)"	"GO:0000226; GO:0000278; GO:0003725; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0043209; GO:0045298"	"cytoplasm [GO:0005737]; microtubule [GO:0005874]; myelin sheath [GO:0043209]; tubulin complex [GO:0045298]; double-stranded RNA binding [GO:0003725]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]"
"PGEN_.00g066200"	3.3896039233979e-06	0.579838553037197	2.60196306938629e-05	"Scaffold_03"	23345122	23347681	NA	NA	NA	NA	NA
"PGEN_.00g285330"	1.2357142975068e-17	0.000166149275138237	3.30702729429827e-05	"Scaffold_14"	22480283	22493744	NA	NA	NA	NA	NA
"PGEN_.00g194760"	5.41412068299401e-06	0.0440451282486582	3.67956335007468e-05	"Scaffold_09"	10315046	10324136	NA	NA	NA	NA	NA
"PGEN_.00g072260"	0.195499525397809	0.807547942482346	7.60856123555802e-05	"Scaffold_03"	40153408	40163087	"Q5XXP2"	"OPN4_PHOSU"	"Melanopsin (Opsin-4)"	"GO:0005502; GO:0005886; GO:0007601; GO:0007602; GO:0008020; GO:0016021; GO:0018298; GO:0042752; GO:0048511"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; 11-cis retinal binding [GO:0005502]; G protein-coupled photoreceptor activity [GO:0008020]; phototransduction [GO:0007602]; protein-chromophore linkage [GO:0018298]; regulation of circadian rhythm [GO:0042752]; rhythmic process [GO:0048511]; visual perception [GO:0007601]"
"PGEN_.00g254650"	0.0133901418346964	0.31023189825416	9.69071214075129e-05	"Scaffold_12"	36667854	36668426	NA	NA	NA	NA	NA
"PGEN_.00g267920"	0.00191471725164909	0.990028541694946	9.69071214075129e-05	"Scaffold_13"	23282109	23289994	NA	NA	NA	NA	NA
"PGEN_.00g216290"	0.349589086611792	0.0331892109775574	0.000104704983205059	"Scaffold_10"	32485490	32510624	"Q5XPI4"	"RN123_HUMAN"	"E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123) (RING-type E3 ubiquitin transferase RNF123)"	"GO:0004842; GO:0005737; GO:0005829; GO:0016579; GO:0031965; GO:0046872; GO:0051603"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear membrane [GO:0031965]; metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]; protein deubiquitination [GO:0016579]; proteolysis involved in cellular protein catabolic process [GO:0051603]"
"PGEN_.00g175550"	0.00053117471599388	1.83869424020192e-05	0.000125381056684472	"Scaffold_08"	20144628	20151783	"Q2TAD9"	"CYR1B_XENLA"	"Cysteine and histidine-rich protein 1-B"	"GO:0005737; GO:0008270"	"cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]"
"PGEN_.00g207540"	0.517377490869675	0.756784363229511	0.000127382019823347	"Scaffold_10"	9296424	9296879	NA	NA	NA	NA	NA
"PGEN_.00g296790"	0.000128190321108099	0.0615236419759076	0.000195966215749756	"Scaffold_14"	44937049	44938190	NA	NA	NA	NA	NA
"PGEN_.00g163470"	0.920212525808032	0.888723128361733	0.000206126059901168	"Scaffold_07"	29296966	29328878	"Q9Z0W3"	"NU160_MOUSE"	"Nuclear pore complex protein Nup160 (160 kDa nucleoporin) (Gene trap locus 1-13 protein) (GTL-13) (Nucleoporin Nup160)"	"GO:0000776; GO:0005643; GO:0006406; GO:0017056; GO:0031080; GO:0072006"	"kinetochore [GO:0000776]; nuclear pore [GO:0005643]; nuclear pore outer ring [GO:0031080]; structural constituent of nuclear pore [GO:0017056]; mRNA export from nucleus [GO:0006406]; nephron development [GO:0072006]"
"PGEN_.00g281410"	0.330565859106575	0.1687427470983	0.000208602252287329	"Scaffold_14"	12692903	12700696	NA	NA	NA	NA	NA
